relative_hour_bucket,transaction_count,amount_usd,product_top,product_top_share,unique_product,unique_card1_proxy,card4_top,card4_top_share,addr2_top,addr2_top_share,identity_coverage,device_type_top,device_type_top_share,labelled_fraud_count,labelled_fraud_rate,labelled_fraud_amount_usd
3898,28,3182.12,W,0.8214285714285714,4,25,mastercard,0.5714285714285714,87.0,0.9285714285714286,0.17857142857142858,desktop,0.10714285714285714,0,0.0,
3899,82,11183.259,W,0.8048780487804879,5,65,visa,0.7195121951219512,87.0,0.9390243902439024,0.18292682926829268,mobile,0.10975609756097561,3,0.036585365853658534,271.46000000000004
3900,104,13272.586000000001,W,0.8269230769230769,5,84,visa,0.6346153846153846,87.0,0.9326923076923077,0.17307692307692307,desktop,0.11538461538461539,2,0.019230769230769232,245.0
3901,139,21949.591,W,0.7266187050359713,5,109,visa,0.7194244604316546,87.0,0.8848920863309353,0.23741007194244604,desktop,0.17985611510791366,11,0.07913669064748201,2428.41
3902,188,28844.346999999998,W,0.7074468085106383,5,147,visa,0.675531914893617,87.0,0.8936170212765957,0.2765957446808511,desktop,0.17553191489361702,10,0.05319148936170213,676.0680000000001
3903,212,28171.141000000003,W,0.7735849056603774,5,158,visa,0.6933962264150944,87.0,0.9481132075471698,0.2169811320754717,desktop,0.15566037735849056,5,0.02358490566037736,725.5420000000001
3904,206,34481.232,W,0.7718446601941747,5,137,visa,0.6553398058252428,87.0,0.8980582524271845,0.20388349514563106,mobile,0.12135922330097088,5,0.024271844660194174,676.373
3905,238,50771.011999999995,W,0.7815126050420168,4,168,visa,0.7058823529411765,87.0,0.907563025210084,0.20588235294117646,desktop,0.11764705882352941,8,0.03361344537815126,3319.5519999999997
3906,239,33698.676999999996,W,0.7112970711297071,5,156,visa,0.6861924686192469,87.0,0.8158995815899581,0.2594142259414226,desktop,0.1589958158995816,5,0.02092050209205021,480.452
3907,219,32432.945,W,0.7397260273972602,5,149,visa,0.684931506849315,87.0,0.9223744292237442,0.2374429223744292,desktop,0.1552511415525114,5,0.0228310502283105,495.775
3908,240,39364.577999999994,W,0.7958333333333333,5,166,visa,0.6666666666666666,87.0,0.9208333333333333,0.19166666666666668,desktop,0.1625,7,0.029166666666666667,487.282
3909,258,29202.571,W,0.7209302325581395,5,167,visa,0.6550387596899225,87.0,0.8178294573643411,0.2596899224806202,mobile,0.1511627906976744,10,0.03875968992248062,686.104
3910,224,26434.392,W,0.6830357142857143,5,152,visa,0.6607142857142857,87.0,0.8080357142857143,0.29910714285714285,desktop,0.15178571428571427,10,0.044642857142857144,735.5260000000001
3911,223,27597.224000000002,W,0.7354260089686099,5,147,visa,0.6457399103139013,87.0,0.8385650224215246,0.242152466367713,desktop,0.17040358744394618,5,0.02242152466367713,352.367
3912,200,29962.698,W,0.77,5,141,visa,0.665,87.0,0.865,0.225,mobile,0.13,4,0.02,45.477
3913,185,24195.1,W,0.6756756756756757,4,121,visa,0.6756756756756757,87.0,0.772972972972973,0.32432432432432434,desktop,0.1945945945945946,11,0.05945945945945946,1095.0819999999999
3914,137,23963.449,W,0.6788321167883211,4,86,visa,0.6934306569343066,87.0,0.7518248175182481,0.31386861313868614,desktop,0.19708029197080293,6,0.043795620437956206,3914.118
3915,99,8265.857,W,0.5656565656565656,4,67,visa,0.6262626262626263,87.0,0.6262626262626263,0.43434343434343436,mobile,0.2828282828282828,6,0.06060606060606061,357.443
3916,65,4556.315,W,0.5076923076923077,4,48,visa,0.6307692307692307,87.0,0.5692307692307692,0.49230769230769234,mobile,0.38461538461538464,12,0.18461538461538463,456.411
3917,23,2717.3630000000007,W,0.5217391304347826,3,16,visa,0.6521739130434783,87.0,0.5652173913043478,0.4782608695652174,mobile,0.43478260869565216,5,0.21739130434782608,725.1410000000001
3918,28,2458.665,W,0.8214285714285714,3,20,visa,0.75,87.0,0.8571428571428571,0.17857142857142858,mobile,0.14285714285714285,2,0.07142857142857142,351.77299999999997
3919,8,836.8199999999999,W,0.875,2,7,visa,0.625,87.0,1.0,0.125,mobile,0.125,0,0.0,
3920,9,2265.95,W,0.8888888888888888,2,8,visa,0.6666666666666666,87.0,1.0,0.0,,,0,0.0,
3921,4,239.5,W,0.5,3,3,mastercard,0.5,87.0,1.0,0.5,desktop,0.5,0,0.0,
3922,23,1897.2160000000001,W,0.6086956521739131,4,18,visa,0.6086956521739131,87.0,0.8695652173913043,0.391304347826087,desktop,0.21739130434782608,0,0.0,
3923,41,4186.785,W,0.5609756097560976,5,32,visa,0.5853658536585366,87.0,0.7317073170731707,0.43902439024390244,mobile,0.3170731707317073,1,0.024390243902439025,50.0
3924,91,15542.855000000001,W,0.6813186813186813,5,66,visa,0.6923076923076923,87.0,0.9010989010989011,0.3076923076923077,mobile,0.16483516483516483,3,0.03296703296703297,380.11699999999996
3925,108,13464.594000000003,W,0.7222222222222222,5,84,visa,0.7407407407407407,87.0,0.9259259259259259,0.25925925925925924,mobile,0.12962962962962962,2,0.018518518518518517,240.921
3926,119,11600.6,W,0.7394957983193278,5,92,visa,0.680672268907563,87.0,0.9411764705882353,0.2184873949579832,desktop,0.13445378151260504,4,0.03361344537815126,148.84199999999998
3927,178,25633.120000000003,W,0.6966292134831461,5,128,visa,0.6292134831460674,87.0,0.9325842696629213,0.28651685393258425,desktop,0.21348314606741572,7,0.03932584269662921,690.0
3928,208,28341.004999999997,W,0.6682692307692307,5,145,visa,0.6442307692307693,87.0,0.8653846153846154,0.32211538461538464,desktop,0.20673076923076922,19,0.09134615384615384,532.844
3929,166,20345.239999999998,W,0.7289156626506024,5,117,visa,0.6385542168674698,87.0,0.9036144578313253,0.2469879518072289,desktop,0.13855421686746988,2,0.012048192771084338,89.146
3930,217,24226.245000000003,W,0.7419354838709677,5,140,visa,0.7327188940092166,87.0,0.8709677419354839,0.23963133640552994,mobile,0.1336405529953917,9,0.041474654377880185,489.161
3931,217,23124.403,W,0.7142857142857143,5,141,visa,0.7327188940092166,87.0,0.9032258064516129,0.2626728110599078,mobile,0.15207373271889402,16,0.07373271889400922,1349.758
3932,191,25425.653000000006,W,0.7172774869109948,5,130,visa,0.6858638743455497,87.0,0.9319371727748691,0.2670157068062827,mobile,0.13612565445026178,1,0.005235602094240838,26.498
3933,202,23199.857,W,0.6881188118811881,5,135,visa,0.6138613861386139,87.0,0.8712871287128713,0.3069306930693069,mobile,0.19306930693069307,18,0.0891089108910891,2448.3070000000002
3934,183,20752.741,W,0.7103825136612022,4,113,visa,0.6557377049180327,87.0,0.8743169398907104,0.2568306010928962,mobile,0.16393442622950818,5,0.0273224043715847,173.566
3935,178,17910.229,W,0.6404494382022472,5,121,visa,0.5786516853932584,87.0,0.8146067415730337,0.34269662921348315,mobile,0.24157303370786518,3,0.016853932584269662,447.0
3936,166,17527.744,W,0.6144578313253012,4,120,visa,0.6566265060240963,87.0,0.8433734939759037,0.37349397590361444,mobile,0.26506024096385544,6,0.03614457831325301,107.42699999999999
3937,131,17593.239,W,0.6870229007633588,5,98,visa,0.6259541984732825,87.0,0.8625954198473282,0.31297709923664124,desktop,0.17557251908396945,6,0.04580152671755725,1061.95
3938,88,8370.146,W,0.6704545454545454,4,70,visa,0.6818181818181818,87.0,0.8636363636363636,0.32954545454545453,mobile,0.17045454545454544,2,0.022727272727272728,60.887
3939,90,9285.31,W,0.5444444444444444,4,68,visa,0.6111111111111112,87.0,0.7888888888888889,0.45555555555555555,desktop,0.24444444444444444,4,0.044444444444444446,365.415
3940,56,5722.540999999999,W,0.48214285714285715,5,47,visa,0.5714285714285714,87.0,0.7321428571428571,0.48214285714285715,mobile,0.2857142857142857,1,0.017857142857142856,28.096
3941,41,4929.463,W,0.6097560975609756,4,32,visa,0.6585365853658537,87.0,0.8780487804878049,0.3902439024390244,mobile,0.21951219512195122,3,0.07317073170731707,108.94200000000001
3942,36,5151.0109999999995,W,0.3611111111111111,4,29,visa,0.6666666666666666,87.0,0.6944444444444444,0.6388888888888888,mobile,0.3888888888888889,4,0.1111111111111111,1165.48
3943,25,1991.06,W,0.44,4,14,visa,0.56,87.0,0.68,0.52,mobile,0.36,0,0.0,
3944,12,714.476,W,0.5,4,11,visa,0.9166666666666666,87.0,0.6666666666666666,0.5,mobile,0.3333333333333333,3,0.25,96.401
3945,9,1329.35,W,0.8888888888888888,2,9,visa,0.7777777777777778,87.0,1.0,0.1111111111111111,mobile,0.1111111111111111,0,0.0,
3946,24,4095.0759999999996,W,0.5416666666666666,5,21,visa,0.6666666666666666,87.0,0.75,0.4583333333333333,mobile,0.4583333333333333,0,0.0,
3947,43,5370.354,W,0.6046511627906976,5,39,visa,0.6511627906976745,87.0,0.9767441860465116,0.3953488372093023,mobile,0.3023255813953488,0,0.0,
3948,91,9495.311000000002,W,0.4945054945054945,5,65,visa,0.7692307692307693,87.0,0.978021978021978,0.4835164835164835,desktop,0.26373626373626374,1,0.01098901098901099,92.0
3949,169,15296.271,W,0.39644970414201186,5,90,mastercard,0.48520710059171596,87.0,0.9349112426035503,0.5976331360946746,desktop,0.40236686390532544,4,0.023668639053254437,244.39999999999998
3950,209,18800.228000000003,W,0.4688995215311005,5,121,visa,0.583732057416268,87.0,0.9090909090909091,0.507177033492823,desktop,0.3588516746411483,4,0.019138755980861243,269.0
3951,231,26303.236000000004,W,0.5064935064935064,5,127,mastercard,0.49783549783549785,87.0,0.935064935064935,0.4935064935064935,desktop,0.3593073593073593,3,0.012987012987012988,138.637
3952,223,25565.274000000005,W,0.5067264573991032,5,124,visa,0.49327354260089684,87.0,0.9282511210762332,0.484304932735426,desktop,0.3632286995515695,7,0.03139013452914798,1230.0
3953,191,22789.974000000002,W,0.680628272251309,5,137,visa,0.6335078534031413,87.0,0.8848167539267016,0.29842931937172773,mobile,0.21465968586387435,1,0.005235602094240838,30.003
3954,217,24839.701999999997,W,0.5529953917050692,5,123,visa,0.543778801843318,87.0,0.8663594470046083,0.41013824884792627,desktop,0.28110599078341014,5,0.02304147465437788,1549.674
3955,168,18728.537,W,0.6964285714285714,5,107,visa,0.6369047619047619,87.0,0.8630952380952381,0.2857142857142857,desktop,0.18452380952380953,2,0.011904761904761904,112.587
3956,222,25117.478000000003,W,0.5585585585585585,5,120,visa,0.5315315315315315,87.0,0.9414414414414415,0.4369369369369369,desktop,0.2747747747747748,4,0.018018018018018018,1039.663
3957,158,14728.173,W,0.740506329113924,5,116,visa,0.7278481012658228,87.0,0.9556962025316456,0.24050632911392406,mobile,0.1518987341772152,3,0.0189873417721519,685.0
3958,210,21643.722,W,0.6857142857142857,5,141,visa,0.5857142857142857,87.0,0.919047619047619,0.3142857142857143,desktop,0.21904761904761905,9,0.04285714285714286,1299.0210000000002
3959,178,20824.569,W,0.7640449438202247,5,123,visa,0.6741573033707865,87.0,0.8370786516853933,0.21348314606741572,mobile,0.12359550561797752,5,0.028089887640449437,558.174
3960,166,17216.81,W,0.7108433734939759,5,117,visa,0.7349397590361446,87.0,0.8253012048192772,0.2891566265060241,mobile,0.21084337349397592,3,0.018072289156626505,546.95
3961,179,15333.859999999999,W,0.6871508379888268,4,129,visa,0.7094972067039106,87.0,0.776536312849162,0.30726256983240224,mobile,0.1564245810055866,3,0.01675977653631285,257.0
3962,120,11530.647,W,0.7416666666666667,5,87,visa,0.65,87.0,0.8166666666666667,0.25833333333333336,desktop,0.14166666666666666,3,0.025,497.0
3963,141,12501.252,W,0.6312056737588653,5,86,visa,0.6737588652482269,87.0,0.6666666666666666,0.3617021276595745,mobile,0.24822695035460993,7,0.04964539007092199,959.3669999999998
3964,69,5060.543,W,0.6521739130434783,5,59,visa,0.5797101449275363,87.0,0.7681159420289855,0.34782608695652173,mobile,0.2463768115942029,1,0.014492753623188406,15.0
3965,35,2387.9059999999995,W,0.7428571428571429,3,32,visa,0.6571428571428571,87.0,0.7714285714285715,0.2571428571428571,desktop,0.17142857142857143,0,0.0,
3966,26,1983.813,W,0.6538461538461539,2,17,visa,0.6153846153846154,87.0,0.6538461538461539,0.34615384615384615,desktop,0.23076923076923078,6,0.23076923076923078,632.7199999999999
3967,18,1226.201,W,0.8333333333333334,4,16,visa,0.7222222222222222,87.0,0.9444444444444444,0.16666666666666666,desktop,0.1111111111111111,0,0.0,
3968,18,2063.9970000000003,W,0.7222222222222222,2,12,mastercard,0.6111111111111112,87.0,0.7222222222222222,0.2777777777777778,desktop,0.2777777777777778,2,0.1111111111111111,139.551
3969,16,1611.1789999999999,W,0.9375,2,12,visa,0.6875,87.0,0.9375,0.0625,desktop,0.0625,0,0.0,
3970,21,2660.1769999999997,W,0.7619047619047619,3,20,visa,0.5714285714285714,87.0,0.8571428571428571,0.23809523809523808,desktop,0.14285714285714285,1,0.047619047619047616,20.657
3971,50,6334.109,W,0.88,4,43,visa,0.6,87.0,0.94,0.12,desktop,0.1,0,0.0,
3972,101,9374.692,W,0.801980198019802,5,73,visa,0.7227722772277227,87.0,0.9207920792079208,0.18811881188118812,desktop,0.12871287128712872,1,0.009900990099009901,50.0
3973,145,22926.461,W,0.7172413793103448,5,98,mastercard,0.5379310344827586,87.0,0.9241379310344827,0.27586206896551724,desktop,0.1724137931034483,5,0.034482758620689655,354.675
3974,157,30294.432,W,0.8343949044585988,5,111,visa,0.5859872611464968,87.0,0.9235668789808917,0.16560509554140126,desktop,0.08280254777070063,1,0.006369426751592357,35.351
3975,182,40342.217000000004,W,0.7912087912087912,5,134,visa,0.5604395604395604,87.0,0.8901098901098901,0.17582417582417584,desktop,0.14285714285714285,4,0.02197802197802198,751.586
3976,181,28188.751,W,0.7569060773480663,5,133,visa,0.6906077348066298,87.0,0.856353591160221,0.2265193370165746,desktop,0.13812154696132597,4,0.022099447513812154,468.916
3977,203,33514.949,W,0.7980295566502463,5,149,visa,0.6600985221674877,87.0,0.9310344827586207,0.18226600985221675,desktop,0.10344827586206896,3,0.014778325123152709,202.14
3978,219,27654.501,W,0.8036529680365296,4,143,visa,0.684931506849315,87.0,0.8767123287671232,0.1689497716894977,mobile,0.0867579908675799,1,0.0045662100456621,35.95
3979,203,29983.475,W,0.7931034482758621,5,138,visa,0.6305418719211823,87.0,0.896551724137931,0.1921182266009852,desktop,0.11822660098522167,6,0.029556650246305417,1115.5
3980,226,38465.826,W,0.7831858407079646,5,156,visa,0.6283185840707964,87.0,0.9026548672566371,0.1902654867256637,desktop,0.11504424778761062,10,0.04424778761061947,3480.0699999999997
3981,190,28064.798000000003,W,0.8052631578947368,4,132,visa,0.6789473684210526,87.0,0.8789473684210526,0.1736842105263158,mobile,0.10526315789473684,5,0.02631578947368421,2305.0
3982,177,23890.283000000003,W,0.8192090395480226,4,133,visa,0.6271186440677966,87.0,0.8870056497175142,0.1807909604519774,desktop,0.1016949152542373,5,0.02824858757062147,845.449
3983,195,22795.083,W,0.7948717948717948,5,139,visa,0.6256410256410256,87.0,0.8769230769230769,0.1794871794871795,mobile,0.09743589743589744,2,0.010256410256410256,940.0
3984,184,20153.357000000004,W,0.7554347826086957,5,142,visa,0.6793478260869565,87.0,0.8206521739130435,0.24456521739130435,desktop,0.16304347826086957,16,0.08695652173913043,294.856
3985,134,12103.651,W,0.7313432835820896,5,100,visa,0.6417910447761194,87.0,0.8507462686567164,0.26865671641791045,mobile,0.1417910447761194,4,0.029850746268656716,102.24
3986,155,13260.734,W,0.6709677419354839,5,97,visa,0.6645161290322581,87.0,0.7483870967741936,0.32903225806451614,mobile,0.23225806451612904,6,0.03870967741935484,1017.597
3987,96,7158.106,W,0.6458333333333334,5,80,visa,0.6458333333333334,87.0,0.75,0.3541666666666667,mobile,0.23958333333333334,4,0.041666666666666664,169.666
3988,61,4576.030000000001,W,0.6065573770491803,5,48,visa,0.6721311475409836,87.0,0.7377049180327869,0.39344262295081966,mobile,0.32786885245901637,3,0.04918032786885246,123.453
3989,30,2955.7909999999997,W,0.7,3,28,visa,0.7666666666666667,87.0,0.8,0.3,mobile,0.23333333333333334,1,0.03333333333333333,58.95
3990,22,3155.870999999999,W,0.9545454545454546,2,21,mastercard,0.5,87.0,0.9545454545454546,0.045454545454545456,desktop,0.045454545454545456,0,0.0,
3991,15,4145.87,W,0.9333333333333333,2,14,visa,0.4666666666666667,87.0,1.0,0.06666666666666667,desktop,0.06666666666666667,0,0.0,
3992,12,1850.8000000000002,W,0.8333333333333334,2,12,visa,0.6666666666666666,87.0,1.0,0.16666666666666666,desktop,0.16666666666666666,0,0.0,
3993,12,1479.1000000000001,W,1.0,1,10,visa,0.75,87.0,1.0,0.0,,,0,0.0,
3994,49,6230.739,W,0.7346938775510204,3,24,visa,0.6530612244897959,87.0,0.9795918367346939,0.2653061224489796,desktop,0.22448979591836735,0,0.0,
3995,58,7057.1900000000005,W,0.9827586206896551,2,48,visa,0.6896551724137931,87.0,1.0,0.017241379310344827,desktop,0.017241379310344827,0,0.0,
3996,67,6770.404,W,0.8059701492537313,5,58,visa,0.6268656716417911,87.0,0.9701492537313433,0.1791044776119403,desktop,0.16417910447761194,6,0.08955223880597014,653.0
3997,181,23940.787000000004,W,0.7900552486187845,5,127,visa,0.6077348066298343,87.0,0.9613259668508287,0.20994475138121546,desktop,0.18232044198895028,5,0.027624309392265192,1139.0
3998,176,26058.233,W,0.6988636363636364,5,119,visa,0.5852272727272727,87.0,0.8465909090909091,0.26136363636363635,desktop,0.14772727272727273,15,0.08522727272727272,913.437
3999,157,36612.171,W,0.8280254777070064,5,114,visa,0.6560509554140127,87.0,0.9044585987261147,0.16560509554140126,desktop,0.1337579617834395,3,0.01910828025477707,438.303
4000,189,29659.832000000002,W,0.7407407407407407,5,122,visa,0.7037037037037037,87.0,0.8465608465608465,0.2328042328042328,desktop,0.164021164021164,1,0.005291005291005291,225.0
4001,177,35685.114,W,0.8305084745762712,5,134,visa,0.5819209039548022,87.0,0.9378531073446328,0.15254237288135594,desktop,0.10734463276836158,3,0.01694915254237288,897.0
4002,194,31092.517,W,0.8247422680412371,5,153,visa,0.6134020618556701,87.0,0.8865979381443299,0.15979381443298968,desktop,0.09278350515463918,4,0.020618556701030927,594.722
4003,186,24445.358,W,0.8440860215053764,5,139,visa,0.6989247311827957,87.0,0.9247311827956989,0.14516129032258066,desktop,0.0967741935483871,3,0.016129032258064516,424.95
4004,185,22409.157,W,0.8648648648648649,5,127,visa,0.6378378378378379,87.0,0.9513513513513514,0.12972972972972974,desktop,0.08108108108108109,2,0.010810810810810811,671.0
4005,228,35691.805,W,0.8070175438596491,5,150,visa,0.6578947368421053,87.0,0.9210526315789473,0.17543859649122806,desktop,0.10087719298245613,10,0.043859649122807015,1719.453
4006,188,20867.549000000003,W,0.8031914893617021,5,133,visa,0.6329787234042553,87.0,0.8936170212765957,0.17553191489361702,desktop,0.11702127659574468,6,0.031914893617021274,732.2359999999999
4007,175,28728.271,W,0.8285714285714286,5,136,visa,0.6685714285714286,87.0,0.9428571428571428,0.15428571428571428,mobile,0.09714285714285714,2,0.011428571428571429,144.0
4008,164,18997.714,W,0.8048780487804879,5,108,visa,0.6646341463414634,87.0,0.8658536585365854,0.1951219512195122,mobile,0.10365853658536585,0,0.0,
4009,180,21247.377,W,0.7833333333333333,4,119,visa,0.6444444444444445,87.0,0.8388888888888889,0.21666666666666667,mobile,0.1111111111111111,10,0.05555555555555555,709.3449999999999
4010,116,12043.704,W,0.7155172413793104,5,83,visa,0.5948275862068966,87.0,0.8017241379310345,0.28448275862068967,desktop,0.15517241379310345,6,0.05172413793103448,655.0
4011,111,7777.692,W,0.4864864864864865,5,73,visa,0.7567567567567568,87.0,0.5405405405405406,0.5045045045045045,mobile,0.32432432432432434,13,0.11711711711711711,910.5360000000001
4012,44,2730.2360000000003,C,0.4772727272727273,3,33,visa,0.6590909090909091,87.0,0.5227272727272727,0.5227272727272727,desktop,0.2727272727272727,0,0.0,
4013,38,3443.2439999999997,W,0.7631578947368421,3,35,visa,0.6842105263157895,87.0,0.8157894736842105,0.23684210526315788,mobile,0.15789473684210525,2,0.05263157894736842,66.522
4014,32,1794.3069999999998,W,0.6875,2,24,visa,0.6875,87.0,0.6875,0.3125,desktop,0.28125,1,0.03125,159.95
4015,7,476.73199999999997,W,0.5714285714285714,3,5,visa,0.8571428571428571,87.0,0.7142857142857143,0.42857142857142855,mobile,0.42857142857142855,2,0.2857142857142857,71.932
4016,8,1022.866,W,0.875,2,7,visa,0.875,87.0,0.875,0.125,desktop,0.125,1,0.125,35.966
4017,29,6081.754,W,0.7931034482758621,3,23,visa,0.6896551724137931,87.0,0.896551724137931,0.20689655172413793,desktop,0.10344827586206896,8,0.27586206896551724,4076.494
4018,20,2332.755,W,0.85,3,18,mastercard,0.55,87.0,0.9,0.15,mobile,0.1,0,0.0,
4019,67,7900.086,W,0.8955223880597015,4,54,visa,0.6268656716417911,87.0,0.9701492537313433,0.1044776119402985,desktop,0.08955223880597014,1,0.014925373134328358,39.0
4020,120,19383.497999999996,W,0.8583333333333333,4,88,visa,0.7,87.0,0.975,0.11666666666666667,desktop,0.1,5,0.041666666666666664,814.0
4021,123,17207.487000000005,W,0.8943089430894309,5,91,visa,0.6178861788617886,87.0,0.967479674796748,0.0975609756097561,desktop,0.07317073170731707,3,0.024390243902439025,218.95
4022,186,28148.512,W,0.8279569892473119,5,129,visa,0.6774193548387096,87.0,0.9086021505376344,0.15591397849462366,desktop,0.10215053763440861,7,0.03763440860215054,1240.364
4023,177,26820.177000000003,W,0.7853107344632768,5,119,visa,0.6892655367231638,87.0,0.8926553672316384,0.2033898305084746,desktop,0.12994350282485875,5,0.02824858757062147,3172.461
4024,227,31532.633,W,0.8149779735682819,5,149,visa,0.6563876651982379,87.0,0.9251101321585903,0.17180616740088106,desktop,0.11894273127753303,5,0.022026431718061675,672.0
4025,212,27371.548000000003,W,0.7924528301886793,5,150,visa,0.6037735849056604,87.0,0.8726415094339622,0.19339622641509435,desktop,0.15566037735849056,12,0.05660377358490566,2101.275
4026,199,32661.216000000004,W,0.7587939698492462,5,143,visa,0.7336683417085427,87.0,0.8442211055276382,0.22613065326633167,desktop,0.1658291457286432,13,0.06532663316582915,768.0360000000001
4027,200,27546.599000000002,W,0.785,5,140,visa,0.635,87.0,0.92,0.2,desktop,0.12,8,0.04,1962.95
4028,207,31495.589,W,0.8260869565217391,5,152,visa,0.6183574879227053,87.0,0.9178743961352657,0.1642512077294686,desktop,0.08695652173913043,4,0.01932367149758454,282.06600000000003
4029,176,31544.699,W,0.7897727272727273,5,125,visa,0.6534090909090909,87.0,0.8920454545454546,0.20454545454545456,desktop,0.1534090909090909,4,0.022727272727272728,2989.72
4030,205,37652.083,W,0.8195121951219512,5,150,visa,0.6829268292682927,87.0,0.9073170731707317,0.14146341463414633,desktop,0.1024390243902439,7,0.03414634146341464,504.9
4031,172,20281.382,W,0.8430232558139535,5,125,visa,0.6627906976744186,87.0,0.9069767441860465,0.13953488372093023,mobile,0.08139534883720931,2,0.011627906976744186,780.0
4032,176,30810.542,W,0.8068181818181818,4,134,visa,0.6534090909090909,87.0,0.8352272727272727,0.17613636363636365,mobile,0.125,14,0.07954545454545454,3972.459
4033,145,15432.435000000001,W,0.7034482758620689,5,114,visa,0.6551724137931034,87.0,0.7931034482758621,0.2896551724137931,desktop,0.1793103448275862,2,0.013793103448275862,44.02
4034,134,20621.422,W,0.7164179104477612,5,95,visa,0.6940298507462687,87.0,0.835820895522388,0.2835820895522388,mobile,0.17164179104477612,2,0.014925373134328358,412.0
4035,82,6379.8060000000005,W,0.6707317073170732,4,65,visa,0.6585365853658537,87.0,0.7317073170731707,0.32926829268292684,mobile,0.17073170731707318,0,0.0,
4036,57,3620.349,W,0.5263157894736842,3,43,visa,0.631578947368421,87.0,0.5789473684210527,0.47368421052631576,mobile,0.3508771929824561,7,0.12280701754385964,247.51800000000003
4037,32,2818.8779999999997,W,0.6875,2,26,visa,0.71875,87.0,0.6875,0.3125,mobile,0.21875,11,0.34375,865.55
4038,21,1685.9950000000001,W,0.8095238095238095,2,18,visa,0.5714285714285714,87.0,0.8095238095238095,0.19047619047619047,mobile,0.19047619047619047,2,0.09523809523809523,87.548
4039,21,1446.4350000000002,C,0.5238095238095238,2,12,visa,0.5238095238095238,87.0,0.47619047619047616,0.5238095238095238,desktop,0.38095238095238093,3,0.14285714285714285,34.061
4040,15,1461.4920000000002,W,0.8,3,10,visa,0.6666666666666666,87.0,0.8666666666666667,0.2,mobile,0.2,2,0.13333333333333333,343.0
4041,17,3136.308,W,0.6470588235294118,3,15,visa,0.6470588235294118,87.0,0.8235294117647058,0.35294117647058826,desktop,0.23529411764705882,0,0.0,
4042,31,2948.9719999999993,W,0.9032258064516129,3,25,visa,0.7096774193548387,87.0,0.967741935483871,0.0967741935483871,desktop,0.06451612903225806,0,0.0,
4043,60,5613.66,W,0.8833333333333333,4,51,visa,0.7,87.0,1.0,0.11666666666666667,desktop,0.11666666666666667,1,0.016666666666666666,59.0
4044,92,13948.886,W,0.75,5,68,visa,0.5978260869565217,87.0,0.9021739130434783,0.25,desktop,0.13043478260869565,2,0.021739130434782608,70.088
4045,136,16848.194000000003,W,0.8823529411764706,4,103,visa,0.6838235294117647,87.0,0.9338235294117647,0.11764705882352941,desktop,0.07352941176470588,1,0.007352941176470588,19.674
4046,156,18707.608,W,0.7756410256410257,5,121,visa,0.6730769230769231,87.0,0.8910256410256411,0.1858974358974359,desktop,0.14102564102564102,4,0.02564102564102564,290.95
4047,162,23347.969,W,0.7839506172839507,5,120,visa,0.6666666666666666,87.0,0.8703703703703703,0.18518518518518517,desktop,0.11728395061728394,0,0.0,
4048,194,30035.181,W,0.788659793814433,5,141,visa,0.6701030927835051,87.0,0.8969072164948454,0.19072164948453607,desktop,0.0979381443298969,5,0.02577319587628866,913.0
4049,216,48155.81,W,0.8287037037037037,5,151,visa,0.6851851851851852,87.0,0.8935185185185185,0.16203703703703703,desktop,0.10185185185185185,5,0.023148148148148147,1412.0
4050,211,30831.175000000003,W,0.7440758293838863,5,149,visa,0.6824644549763034,87.0,0.8815165876777251,0.24644549763033174,desktop,0.15639810426540285,13,0.061611374407582936,3049.674
4051,214,36854.070999999996,W,0.7850467289719626,5,153,visa,0.677570093457944,87.0,0.8925233644859814,0.205607476635514,desktop,0.11214953271028037,13,0.06074766355140187,1269.2359999999996
4052,199,23869.041000000005,W,0.7738693467336684,5,134,visa,0.7236180904522613,87.0,0.8693467336683417,0.21105527638190955,desktop,0.135678391959799,13,0.06532663316582915,608.6959999999999
4053,195,36289.039000000004,W,0.8051282051282052,5,135,visa,0.6102564102564103,87.0,0.8923076923076924,0.17435897435897435,desktop,0.12307692307692308,3,0.015384615384615385,244.168
4054,182,23643.903000000002,W,0.8076923076923077,5,124,visa,0.6263736263736264,87.0,0.8296703296703297,0.1813186813186813,desktop,0.13186813186813187,4,0.02197802197802198,152.552
4055,200,22333.726000000002,W,0.8,5,136,visa,0.615,87.0,0.88,0.185,mobile,0.11,9,0.045,400.224
4056,199,19021.661,W,0.7638190954773869,5,131,visa,0.6633165829145728,87.0,0.8190954773869347,0.22110552763819097,desktop,0.1407035175879397,12,0.06030150753768844,534.0129999999999
4057,129,10111.444,W,0.8217054263565892,4,103,visa,0.6589147286821705,87.0,0.875968992248062,0.17054263565891473,desktop,0.08527131782945736,6,0.046511627906976744,511.95
4058,122,17864.079,W,0.7295081967213115,5,92,visa,0.6475409836065574,87.0,0.7622950819672131,0.27049180327868855,mobile,0.1721311475409836,2,0.01639344262295082,131.0
4059,111,13435.778,W,0.6306306306306306,5,72,visa,0.7657657657657657,87.0,0.6846846846846847,0.36036036036036034,mobile,0.18018018018018017,2,0.018018018018018018,331.62399999999997
4060,66,5983.105999999999,C,0.5,3,45,visa,0.7424242424242424,87.0,0.5,0.5151515151515151,mobile,0.2878787878787879,13,0.19696969696969696,1496.325
